movieId,imdbId,tmdbId,title,genres,budget,revenue,production_companies,production_countries,popularity,vote_count,vote_average
46974,0469641,1852,World Trade Center (2006),Drama,65000000,162945894,Paramount|Double Feature Films|Intermedia Films|Kernos Filmproduktionsgesellschaft & Company,United States of America,7.677,721,6.0
46976,0420223,1262,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,30000000,53653224,Three Strange Angels,United States of America,8.151,1112,7.2
46979,0038213,43610,"Valley of Decision, The (1945)",Drama,2160000,9132000,Metro-Goldwyn-Mayer,United States of America,1.982,10,7.7
47005,0052990,126781,"Last Angry Man, The (1959)",Drama,0,0,Columbia Pictures,United States of America,0.747,4,7.3
47007,0026424,47758,"Good Fairy, The (1935)",Comedy|Romance,0,0,Universal Pictures,United States of America,0.6,5,6.4
47028,0464184,13338,Sione's Wedding (Samoan Wedding) (2006),Comedy|Romance,0,0,South Pacific Pictures,New Zealand,1.196,10,6.0
47044,0430357,82,Miami Vice (2006),Action|Crime|Drama|Thriller,135000000,163794509,Metropolis Films|Universal Pictures|Forward Pass|Motion Picture ETA Produktionsgesellschaft|Foqus Arte Digital,Uruguay|United States of America|Germany|Paraguay,8.423,772,5.9
47047,0455958,14963,"Groomsmen, The (2006)",Comedy|Drama|Romance,0,0,,United States of America,1.56,18,5.2
47049,0396857,9921,Shadowboxer (2005),Crime|Drama|Thriller,0,0,Teton Films|Lee Daniels Entertainment,United States of America,4.182,33,5.7
47054,0031260,36342,Each Dawn I Die (1939),Crime|Drama|Thriller,0,0,Warner Bros. Pictures,United States of America,1.628,11,7.2
47063,0113682,51043,Loch Ness (1996),Drama,0,0,PolyGram Filmed Entertainment,United Kingdom|United States of America,2.37,46,5.6
47076,0377569,24164,"Good Morning, Night (Buongiorno, notte) (2003)",Drama,0,0,Filmalbatros|Rai Cinemafiction,Italy,2.357,57,7.0
47084,0388505,1986,"Live and Become (Va, vis et deviens) (2005)",Drama,0,0,France 3 Cinéma|Elzévir Films|Oï  Oï  Oï Productions,France|Israel|Belgium|Italy,5.172,82,7.4
47092,0043879,31152,On Dangerous Ground (1952),Crime|Drama|Film-Noir,0,0,RKO Radio Pictures,United States of America,1.932,34,6.7
47099,0454921,1402,"Pursuit of Happyness, The (2006)",Drama,55000000,307077295,Escape Artists|Relativity Media|Columbia Pictures|Overbrook Entertainment,United States of America,15.914,4644,7.9
47117,0269217,2805,Tears of the Black Tiger (Fah talai jone) (2000),Action|Comedy|Romance|Western,0,0,Film Bangkok|Five Star Production,Thailand,1.486,16,6.3
47122,0455967,9293,John Tucker Must Die (2006),Comedy|Romance,18000000,41009669,John US Productions|Landscape Entertainment|Dune Entertainment|Major Studio Partners|20th Century Fox,Canada|United States of America,6.884,688,6.0
47124,0429589,9906,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX,50000000,55181129,DNA Productions|Playtone,United States of America,6.36,628,5.6
47129,0013579,84956,Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923),Drama|Fantasy,0,0,,Germany,1.011,10,6.7
47131,0011000,35075,Leaves from Satan's Book (Blade af Satans bog) (1921),Drama,0,0,,Denmark,1.328,6,6.6
47135,0015136,55587,Michael (1924),Drama,0,0,Universum Film (UFA),Germany,0.7,8,7.5
47146,0024239,43597,Lady Killer (1933),Comedy|Crime,0,0,Warner Bros. Pictures,United States of America,1.309,7,7.3
47148,0421229,47880,Mrs. Palfrey at the Claremont (2005),Comedy|Drama,750000,1720953,,United Kingdom,1.629,14,6.8
47150,0456149,31032,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",Drama,0,0,Mandragora,Romania,3.518,63,7.1
47152,0074360,51857,Cria! (Cría cuervos) (1976),Drama|Mystery,0,0,Elías Querejeta Producciones Cinematográficas S.L.,Spain,3.208,61,7.4
47165,0068379,42479,Ciao Manhattan (Ciao! Manhattan) (1972),Documentary|Drama|Romance,0,0,,United States of America,0.6,5,4.7
47180,0055038,145899,"Gas, Inspector Palmu! (Kaasua, komisario Palmu!) (1961)",Comedy|Crime|Mystery|Thriller,0,0,Fennada-Filmi (1950-1983),Finland,0.6,6,8.2
47196,0049653,43542,"Rainmaker, The (1956)",Comedy|Romance|Thriller|Western,0,0,,United States of America,1.735,21,6.6
47200,0479884,1948,Crank (2006),Action|Thriller,12000000,42931041,Lions Gate Films|Lakeshore Entertainment|RadicalMedia|GreeneStreet Films,United States of America,14.347,1758,6.6
47202,0430576,148,"Secret Life of Words, The (2005)",Drama|Romance,5000000,0,Hotshot Films,Spain,4.712,87,7.1
47221,0774095,9951,"Dudesons Movie, The (2006)",Comedy|Documentary,0,0,Oy Rabbit Films Ltd.,United States of America,1.09,14,5.4
47237,0492447,77221,Black Gold (2006),Documentary,40000000,5446000,France 2 Cinéma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute,France|Italy|Qatar|Tunisia,8.346,125,6.4
102174,1701210,77221,Day of the Falcon (2011),Adventure|Drama,40000000,5446000,France 2 Cinéma|Quinta Communications|Carthago Films S.a.r.l.|Prima TV|Doha Film Institute,France|Italy|Qatar|Tunisia,8.346,125,6.4
47239,0029030,77250,"Hurricane, The (1937)",Action|Drama|Romance,2000000,0,Samuel Goldwyn Productions,United States of America,0.981,9,6.9
47248,0426501,52452,Johnny Was (2006),Action|Crime|Drama|Thriller,4300000,0,Ben Katz Productions|Was Productions Ltd.,United Kingdom,0.818,7,4.4
47250,0460902,31979,Played (2006),Crime|Thriller,0,0,,United Kingdom,1.983,7,2.2
47254,0402910,5289,Chaos (2005),Action|Crime|Drama|Thriller,20000000,10289,Mobius International|Chaotic Productions|Current Entertainment|Rampage Entertainment|Pierce-Williams|Zero Gravity Management|Epsilon Motion Pictures|Möbius Entertainment,Canada|United Kingdom|United States of America,10.813,420,6.2
47261,0448075,9782,"Night Listener, The (2006)",Fantasy|Mystery|Thriller,0,0,IFC Films|Miramax|Fortissimo Films,United States of America,4.431,97,5.5
47264,0414853,9907,Barnyard: The Original Party Animals (2006),Animation|Children|Comedy,51000000,116476887,O Entertainment|Nickelodeon Movies|Paramount,Germany|United States of America,9.462,409,5.5
47274,0067778,42501,Murmur of the Heart (Le souffle au coeur) (1971),Drama,0,0,Nouvelles Éditions de Films (NEF)|Marianne Productions|Franz Seitz Filmproduktion|Vides Cinematografica,France|Germany|Italy,5.757,50,7.2
47277,0039896,27203,They Won't Believe Me (1947),Drama|Film-Noir,0,0,RKO Radio Pictures,United States of America,1.105,13,6.7
47285,0048291,63618,"Left Hand of God, The (1955)",Drama,0,0,20th Century Fox,United States of America,0.893,11,6.7
47287,0052700,35921,Compulsion (1959),Crime|Drama|Thriller,0,0,Darryl F. Zanuck Productions|20th Century Fox,United States of America,2.11,43,7.1
47306,0036695,15696,"Canterbury Tale, A (1944)",Drama|Mystery|War,0,0,Independent Producers|The Archers,United Kingdom,2.095,34,7.0
47330,0071424,19017,Dirty Mary Crazy Larry (1974),Action|Crime|Drama|Romance,0,0,Academy Pictures Corporation|20th Century Fox,United States of America,3.466,43,6.7
47342,0032209,42756,Angels Over Broadway (1940),Adventure|Comedy|Crime|Drama,0,0,Columbia Pictures,United States of America,1.011,10,5.7
47356,0091069,37929,Fortress (1985),Action|Thriller,0,0,Crawford Productions,Australia,2.07,37,7.1
47382,0462590,9762,Step Up (2006),Drama|Romance,12000000,114194847,Eketahuna LLC|Touchstone Pictures|Summit Entertainment|Offspring Entertainment,United States of America,14.014,1999,6.8
47384,0383060,14113,Zoom (2006),Adventure|Comedy|Drama|Fantasy,75600000,12506188,Revolution Studios|Team Todd|Boxing Cat Films,United States of America,6.264,247,5.0
47394,0479647,15049,"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller,8000000,12671300,Park Ex Pictures|Sortie 22,Canada,5.078,86,6.6
47397,0034299,86604,"Tom, Dick and Harry (1941)",Comedy|Fantasy|Romance,806000,0,RKO Radio Pictures,United States of America,0.6,5,5.6
47404,0452039,21712,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,0,0,Studio 4°C|Asmik Ace,Japan,5.525,81,7.8
47417,0433405,15414,Land of the Blind (2006),Drama|Thriller,0,0,Studio Eight Productions|Defender Production|Templar Films|Avnet/Kerner Productions|Bauer Martinez Studios|Brooklyn Films|Defender Film Fund II|Lucky 7 Productions LLC,United Kingdom|United States of America,2.562,19,6.0
47423,0468489,7859,Half Nelson (2006),Drama,700000,4911725,Hunting Lane Films|Journeyman Pictures|Original Media|Silverwood Films|Traction Media,United States of America,6.45,381,6.7
47446,0428856,16998,"Moustache, La (2005)",Drama|Mystery|Thriller,0,0,Les Films des Tournelles|Pathé Renn Productions|Cofimage 16|Région Ile-de-France|PROCIREP|Fondation GAN pour le Cinéma|TPS Star|Centre National de la Cinématographie|Canal+,France,2.737,36,6.3
47452,0111800,25645,Wing Chun (1994),Action|Comedy|Drama|Romance,0,0,Wo Ping Films,Hong Kong,3.458,33,7.0
47455,0108606,58311,Executioners (Xian dai hao xia zhuan) (1993),Action|Comedy|Sci-Fi,0,0,China Entertainment Films Production,Hong Kong,1.716,15,5.8
47458,0103295,18672,"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai) (1992)",Action|Fantasy,4439832,0,Long Shong Pictures Ltd.|Golden Princess Film Production Ltd.|Film Workshop,Hong Kong,4.329,36,6.9
47460,0090952,39776,Peking Opera Blues (Do ma daan) (1986),Action|Comedy,0,0,Film Workshop,Hong Kong,4.018,21,7.0
47465,0410764,11559,Tideland (2005),Drama|Fantasy|Thriller,12000000,566611,Recorded Picture Company (RPC),Canada|United Kingdom,6.197,231,6.5
47477,0039431,31513,Good News (1947),Comedy|Musical|Romance,0,0,Metro-Goldwyn-Mayer,United States of America,0.676,6,6.3
47482,0114126,10348,Thunderbolt (Pik lik feng) (1995),Action|Crime,0,0,Golden Harvest Company|Paragon Films Ltd,Hong Kong,7.995,106,6.2
47484,0026393,26718,G Men (1935),Crime|Drama,450000,0,First National Pictures,United States of America,1.933,21,6.5
47491,0418455,1023,Adam's Apples (Adams æbler) (2005),Comedy|Drama,3700000,0,M&M Productions,Denmark|Germany,5.944,276,7.5
47493,0035703,59964,Cabin in the Sky (1943),Fantasy|Musical,662141,1606624,Metro-Goldwyn-Mayer,United States of America,1.43,12,7.1
47501,0012763,71436,Tol'able David (1921),Drama,0,0,Inspiration Pictures,United States of America,0.6,4,8.0
47503,0472582,2168,2:37 (2006),Drama,850000,0,M2 Entertainment|Kojo Pictures,Australia,4.325,73,6.8
47516,0433412,10118,Material Girls (2006),Children|Comedy|Drama,0,11449638,Patriot Pictures|Maverick Films|Rafter H Entertainment|Metro-Goldwyn-Mayer,United States of America,6.691,254,5.0
47518,0384793,9788,Accepted (2006),Comedy,23000000,38505009,Universal Pictures|Shady Acres Entertainment,United States of America,10.561,697,6.3
47525,0418832,14174,Lie with Me (2005),Drama|Romance,2200000,0,Optix Digital Pictures|Conquering Lion Pictures,Canada,5.859,108,5.4
47538,0074442,11689,Crime Busters (1977),Action|Adventure|Comedy|Crime,0,0,United Artists|Tritone Cinematografica|T.O.T.A.,Italy,9.476,247,6.9
47540,0115587,39797,Att stjäla en tjuv (1996),Comedy,0,0,Blackstone Pictures AB|Cinetofon|Sandrews,Sweden,1.181,3,1.7
47559,0106779,39749,Drömkåken (1993),Comedy,0,0,,Sweden,1.264,14,4.2
47561,0273719,14893,Shake It (En kort en lang) (2001),Comedy|Drama|Romance,0,0,ApolloMedia|Angel Productions,Denmark,1.697,15,6.5
47566,0039211,33813,Born to Kill (1947),Crime|Drama|Film-Noir,0,0,RKO Radio Pictures,United States of America,1.914,28,6.4
47571,0381690,1540,Heading South (Vers le sud) (2005),Drama,0,0,Haut et Court,Canada|France,2.062,15,5.8
47601,0049743,26502,7 Men from Now (Seven Men from Now) (1956),Western,0,0,Batjac Productions,United States of America,2.35,28,6.9
47606,0027421,57840,Captain January (1936),Children|Comedy|Musical,0,0,20th Century Fox,United States of America,0.781,12,6.6
47610,0443543,1491,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,40000000,86915017,Contagious Entertainment|Michael London Productions|Koppelman-Levien,United States of America,12.692,2538,7.2
47615,0040076,34233,Adventures of Don Juan (1948),Adventure|Romance,0,0,Warner Bros. Pictures,United States of America,1.814,14,6.4
47619,0040834,33792,State of the Union (1948),Comedy|Drama,2600000,0,Liberty Films (II)|Metro-Goldwyn-Mayer,United States of America,1.919,15,6.9
47626,0029511,51601,San Quentin (1937),Drama,0,0,First National Pictures|Warner Bros. Pictures,United States of America,0.75,6,6.2
47629,0436697,1165,"Queen, The (2006)",Drama,15000000,123384128,BIM Distribuzione|Granada Film Productions|Scott Rudin Productions|Future Films|Pathé Pictures International|Pathé Renn Productions|Canal+|France 3 Cinéma,France|Italy|United Kingdom|United States of America,10.98,568,7.0
47634,0390808,7291,36 Quai des Orfèvres (Department 36) (2004),Action|Crime|Drama|Thriller,0,0,Gaumont|LGM Productions|KL Productions|CinéCinéma|Uni Etoile 2|Canal+|TF1 Films Production,France,6.594,204,6.9
47640,0486551,9988,Beerfest (2006),Comedy,17500000,19179969,Broken Lizard Industries,United States of America,8.234,240,5.8
47642,0462346,24115,How to Eat Fried Worms (2006),Children|Drama,0,13022756,New Line Cinema,United States of America,2.718,43,5.9
47644,0445990,11652,Invincible (2006),Drama,0,57806952,Walt Disney Pictures,United States of America,6.977,361,6.8
47646,0417225,13816,Idlewild (2006),Crime|Drama|Musical,0,0,HBO Films|Forensic Films|Atlas Entertainment|Universal Pictures,United States of America,2.823,24,5.4
47665,0030764,34006,"Slight Case of Murder, A (1938)",Comedy|Crime,0,0,Warner Bros. Pictures,United States of America,0.752,10,6.2
47670,0423310,22238,"Syrian Bride, The (2004)",Drama,0,0,France Cinéma Productions|Eran Riklis Productions Ltd.|Neue Impuls Film|MACT Productions,Israel|France|Germany,2.005,16,6.3
47681,0425600,4913,"Sorry, Haters (2005)",Drama|Thriller,200000,0,Q-Dog Music Television|IFC Productions|InDigEnt (Independent Digital Entertainment)|Independent Film Channel (IFC),United States of America,0.799,6,5.8
47701,0075144,63848,"Ritz, The (1976)",Comedy,0,0,Courtyard Films|Warner Bros. Pictures,United States of America|United Kingdom,1.812,12,6.5
47707,0056267,43006,My Geisha (1962),Comedy,0,0,Sachiko|Paramount,United States of America,0.824,6,6.2
47714,0038363,19072,Blithe Spirit (1945),Comedy|Drama|Fantasy|Romance,0,0,Noel Coward-Cineguild|Two Cities Films,United Kingdom,3.474,35,6.7
47719,0023251,44892,"Music Box, The (1932)",Comedy,0,0,Hal Roach Studios,United States of America,2.666,70,7.6
47721,0048980,15265,"Red Balloon, The (Ballon rouge, Le) (1956)",Children|Fantasy,0,0,Films Montsouris,France,4.514,143,7.7
47723,0029747,25599,Way Out West (1937),Comedy|Western,0,0,Hal Roach Studios|Stan Laurel Productions,United States of America,4.062,70,7.4
47725,0473753,11227,Angel-A (2005),Comedy|Drama|Fantasy|Romance,15000000,9995168,TF1 Films Production|EuropaCorp,France,5.787,295,6.7
47728,0038577,29589,Green for Danger (1946),Crime|Mystery,0,0,Individual Pictures,United Kingdom,2.097,27,7.1
47736,0032339,33810,"Chump at Oxford, A (1940)",Comedy,0,0,Hal Roach Studios,United States of America,1.689,37,7.4
47740,0029923,43841,Block-Heads (1938),Comedy|War,0,0,Hal Roach Studios,United States of America,2.93,34,7.5
47774,0097702,41937,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy|Fantasy,0,0,,Italy,1.11,9,7.7
47778,0451176,64499,Quinceañera (2006),Drama,0,0,Kitchen Sink Entertainment,United States of America,1.462,10,6.7
47793,0436689,24055,"Puffy Chair, The (2006)",Drama|Romance,0,0,Duplass Brothers Productions,,1.045,21,6.1
47805,0431213,14597,Lassie (2005),Adventure|Children,0,0,Odyssey Entertainmant,France|Ireland|United Kingdom|United States of America,3.344,56,6.7
47808,0446747,40769,Mutual Appreciation (2005),Comedy|Drama,500000,0,,,1.063,10,5.9
47810,0450345,9708,"Wicker Man, The (2006)",Horror|Mystery|Thriller,40000000,38755073,Alcon Entertainment|Saturn Films|Emmett/Furla Films|Equity Pictures Medienfonds GmbH & Co. KG III|Brightlight Pictures|Wicker Man Productions|Warner Bros. Pictures|Millennium Films|Nu Image,United States of America|Germany|Canada,5.061,601,4.2
47815,0473024,14351,Crossover (2006),Action|Drama,5800000,7000000,360 Pictures|Dribble Productions|Platinum Equity,United States of America,3.144,17,3.9
47830,0414951,9813,"Quiet, The (2005)",Crime|Drama|Mystery|Thriller,900000,381420,Destination Films,United States of America,8.182,100,6.1
47836,0446784,27453,Sketches of Frank Gehry (2005),Documentary,0,0,,United States of America,1.542,11,6.9
47860,0084157,39382,Ivanhoe (1982),Adventure|Romance,0,0,Rosemont Productions|Columbia Pictures Television,United Kingdom,1.971,20,6.5
47868,0088015,271,Ronja Robbersdaughter (Ronja Rövardotter) (1984),Adventure|Children|Drama,0,0,Svenska Ord|FilmTeknik|Svensk Filmindustri|Norsk Film|SVT,Sweden|Norway,5.755,75,6.9
47871,0096184,35327,Strul (1988),Action|Comedy,0,5839164,Svensk Filmindustri,Sweden,1.536,16,5.0
47880,0177347,49940,Breaking Out (Vägen ut) (1999),Comedy|Drama,0,0,Sonet Film|SVT|Hägring|TV 1000 Sverige|LB Konsult|Sandrew Metronome Sverige,Sweden,1.145,13,5.0
47886,0111807,22471,Yrrol: An Enormously Well Thought Out Movie (Yrrol - en kolossalt genomtänkt film) (1994),Comedy,0,0,Cinema Art|Dalle Manus & Regi|Deadline|TV 1000|Filmekonomi,Sweden,1.96,22,6.5
47894,0460989,1116,"Wind That Shakes the Barley, The (2006)",Drama|War,6500000,22889018,Sixteen Films|Matador Pictures|Regent Capital|UK Film Council|Bórd Scannán na hÉireann|Element Films|BIM Distribuzione|EMC Produktion|Tornasol Films|Diaphana Films|Pathé Distribution|Cinéart|TV3 Television Network Ireland|Filmcoopi Zürich|Irish Film Board|Oil Flick Films No.2,Ireland|United Kingdom|Germany|Italy|Spain|France|Belgium|Switzerland,6.602,274,7.4
47902,0040175,29966,Blood on the Moon (1948),Action|Drama|Western,0,88,RKO Radio Pictures,United States of America,1.359,20,5.9
47904,0050782,43231,"Notti bianche, Le (White Nights) (1957)",Drama|Romance,0,0,Rank Film|Vides Cinematografica|Cinematografica Associati (CI.AS.),Italy|France,3.155,50,7.2
47907,0367082,41508,Fateless (Sorstalanság) (2005),Drama|War,0,0,,Hungary|Germany|United Kingdom|Israel,3.731,44,6.9
47918,0051433,61564,"Bravados, The (1958)",Drama|Western,0,0,20th Century Fox,United States of America,3.034,27,6.0
47927,0023470,50070,"Sign of the Cross, The (1932)",Drama,0,0,Paramount,United States of America,0.957,13,6.0
47931,0048037,37628,"Criminal Life of Archibaldo de la Cruz, The (Ensayo de un crimen) (1955)",Comedy|Crime|Drama,0,0,Alianza Cinematográfica Española,Mexico,1.868,37,7.4
47935,0073502,55343,Overlord (1975),Drama|War,0,0,Joswend,United Kingdom,1.893,23,7.0
47937,0464196,5072,Severance (2006),Comedy|Horror|Thriller,0,0,Dan Films|Qwerty Films|HanWay Films|Isle of Man Film|N1 European Film Produktions GmbH & Co. KG|UK Film Council,United Kingdom|Germany|Hungary,6.711,252,6.4
47940,0417189,2566,Time to Leave (2005),Drama,0,0,Canal+|Fidélité Productions,France,3.305,46,6.7
47950,0427969,1249,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,0,16803753,Focus Features|Miramax,United States of America,6.467,154,6.3
47952,0475944,9954,"Covenant, The (2006)",Action|Horror|Thriller,20000000,37597471,Screen Gems|Lakeshore Entertainment,United States of America,8.823,481,5.3
47956,0031507,43829,Jesse James (1939),Action|Crime|Drama|Romance|Western,1600000,0,20th Century Fox,United States of America,2.353,25,6.1
47962,0074220,171771,"Scar, The (Blizna) (1976)",Drama,0,0,Cicatrice Film inc,Canada,0.6,0,0.0
47970,0434139,7511,"Last Kiss, The (2006)",Comedy|Drama,20000000,0,Mel's Cite du Cinema|Lakeshore Entertainment,United States of America,6.046,195,5.9
47972,0435479,32687,Gabrielle (2005),Drama|Romance,0,0,Azor Film,Germany|France|Italy,1.779,11,5.9
47976,0427968,14057,Trust the Man (2005),Comedy|Drama|Romance,9000000,0,Trust the Man LLC,United States of America,1.85,48,5.4
47978,0423169,13075,SherryBaby (2006),Drama,2000000,622806,Red Envelope Entertainment,United States of America,4.528,62,6.4
47980,0277605,24916,Bio Zombie (Sun faa sau si) (1998),Comedy|Horror,0,0,,Hong Kong,1.378,23,6.2
47997,0387808,7512,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,30000000,495303,Ternion Pictures|20th Century Fox,United States of America,8.803,1154,6.3
47999,0486358,1776,Jesus Camp (2006),Documentary|Drama,0,1013596,Loki Films|A&E IndieFilms,United States of America,6.812,178,6.8
48001,0456470,1963,"Bow, The (Hwal) (2005)",Drama|Romance,10,0,Kim Ki Duk Film|Happinet Pictures,South Korea|Japan,4.486,73,7.0
48030,0026249,58905,"Crusades, The (1935)",Adventure|Drama|War,0,0,Paramount,,1.031,4,6.0
48032,0419198,10846,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy|Drama|Romance|War,35000000,0,Melampo Cinematografica,Italy,5.222,216,6.9
48035,0063456,32969,Pretty Poison (1968),Comedy|Crime|Romance|Thriller,1800000,0,20th Century Fox,United States of America,2.304,32,6.8
48043,0414993,1381,"Fountain, The (2006)",Drama|Fantasy|Romance,35000000,15304890,Regency Enterprises|Protozoa Pictures|New Regency Pictures|Muse Entertainment|Warner Bros. Pictures,Canada|United States of America,9.575,1348,6.9
48045,0109440,15097,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,0,0,Téléma Productions|Le Studio Canal+|M6 Films|France 3 Cinéma,France,6.438,429,7.7
48049,0118644,34068,Assassin(s) (1997),Crime|Drama,0,0,ZDF|Les Productions Lazennec|Kasso Inc. Productions|La Sept Cinéma|Canal+|TF1 Films Production,Germany|France,1.787,27,6.3
48057,0032080,43837,Union Pacific (1939),Drama|Western,0,0,Paramount,United States of America,2.84,22,6.0
48059,0064107,15374,"Boy Named Charlie Brown, A (1969)",Animation|Children|Comedy|Drama,0,0,United Feature Syndicate (UFS)|Cinema Center Films|Lee Mendelson Film Productions|Bill Melendez Productions,United States of America,3.183,49,6.5
48061,0069289,15242,Snoopy Come Home (1972),Animation|Children|Comedy|Musical,0,0,Cinema Center Films,United States of America,2.09,42,6.7
48067,0129414,125759,"Soldier's Sweetheart, A (1998)",Drama|War,0,0,,,0.662,1,7.0
48082,0354899,300,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance,6000000,9524340,Partizan Films|Gaumont|France 3 Cinéma|TPS Star|Mikado Film|Canal+,France|Italy,4.77,357,7.0
48084,0032342,31148,City for Conquest (1940),Drama,0,0,Warner Bros. Pictures,United States of America,1.813,10,6.6
48093,0439630,16411,Initial D (Tau man ji D) (2005),Action|Crime|Drama,1549000,7096000,Avex Inc.|Media Asia Film|Sil-Metropole Organisation|Basic Pictures,Hong Kong|China,4.725,60,6.5
48098,0120088,44046,Wicked (1998),Thriller,4000000,0,Frankestein Entertainment|Flipped Out Productions,United States of America,3.113,25,5.5
48123,0032728,52859,"Long Voyage Home, The (1940)",Drama|War,0,0,United Artists|Argosy Pictures|Walter Wanger Productions,United States of America,1.679,23,6.3
48127,0048432,76117,Not as a Stranger (1955),Drama,0,0,Stanley Kramer Productions|United Artists,United States of America,1.332,9,6.9
48142,0387877,9676,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,50000000,49111202,The Linson Company|Universal Pictures|Signature Pictures|Equity Pictures Medienfonds GmbH & Co. KG III|Davis-Films|Millennium Films|Nu Image,France|Germany|United States of America,8.035,486,5.7
48150,0380066,6948,"Woods, The (2006)",Horror,0,0,SLS Video Productions|United Artists|Furst Films|Cinegreen|Cinerenta Feature Films,United Kingdom|United States of America,5.706,94,5.5
48159,0430779,15213,Everyone's Hero (2006),Adventure|Animation|Children|Comedy,35000000,16627188,Dan Krech Productions|IDT Entertainment|Arc Productions,Canada|United States of America,5.159,87,5.6
48161,0421206,9766,Gridiron Gang (2006),Drama,30000000,41480851,Columbia Pictures,United States of America,7.567,338,6.7
48165,0098327,32761,"Seventh Continent, The (Der siebente Kontinent) (1989)",Drama,0,0,Wega Film,Austria,5.51,102,7.7
48167,0405629,12249,Aaltra (2004),Comedy|Drama,0,0,La Parti Production,France,2.258,26,6.8
48177,0038260,34127,Wonder Man (1945),Comedy|Fantasy|Musical,0,0,Samuel Goldwyn Productions,United States of America,2.119,10,6.5
48193,0110361,390,Lisbon Story (1994),Drama,0,0,Wim Wenders Stiftung|Madragoa Filmes|Road Movies Filmproduktion,Germany|Portugal,1.858,25,7.7
48198,0086377,66487,Streamers (1983),Drama|War,0,0,,,0.874,7,6.4
48214,0382357,1595,Land of Plenty (Angst and Alienation in America) (2004),Drama,0,0,InDigEnt (Independent Digital Entertainment)|Emotion Pictures|Reverse Angle International,Canada|United States of America|Germany,2.335,18,6.3
48229,0415932,1622,Lemming (2005),Drama|Mystery|Thriller,0,793604,Diaphana Films,France,3.468,54,6.8
48231,0410730,15742,Taxidermia (2006),Comedy|Drama|Horror,0,0,Amour Fou Filmproduktion|Eurofilm Stúdió|La Cinéfacture,Austria|France|Hungary,4.514,104,6.7
48235,0365215,161277,Flight from Death: The Quest for Immortality (2003),Documentary,0,0,,,0.6,0,0.0
48239,0382383,43410,Yuva (2004),Action|Adventure|Crime|Drama,4600000,6700000,Madras Talkies,India,1.627,21,6.8
48242,0060712,5726,Mondo Topless (1966),Documentary,0,0,,United States of America,1.546,11,6.6
48262,0799954,1666,"Bridge, The (2006)",Documentary,25000,179780,,United States of America,4.539,103,6.9
48264,0063787,5721,Vixen! (1968),Drama,76000,6000000,Goldstein Films|Coldstream Films|Eve Productions,United States of America,6.531,31,5.7
48299,0020269,51079,Piccadilly (1929),Crime|Drama,0,0,British International Pictures,United Kingdom,1.092,7,7.1
48301,0024473,43122,"Private Life of Henry VIII, The (1933)",Comedy|Drama,0,0,London Film Productions,United Kingdom,1.713,20,6.9
48304,0472043,1579,Apocalypto (2006),Adventure|Drama|Thriller,40000000,120175290,Icon Entertainment International|Icon Productions|Touchstone Pictures,United States of America,11.763,2082,7.4
48308,0107152,119907,Household Saints (1993),Drama,0,0,,United States of America,0.639,2,6.0
48315,0050882,65488,Raintree County (1957),Drama|Romance,5000000,0,Metro-Goldwyn-Mayer,United States of America,2.325,22,6.0
48319,0454824,9664,Flyboys (2006),Action|Adventure|Drama|War,60000000,17834865,Flyboys Films|Electric Entertainment|Ingenious Film Partners|Skydance Media,United Kingdom|United States of America,6.008,395,6.4
48322,0493430,12094,Jackass Number Two (2006),Comedy|Documentary,11000000,72778712,Paramount,United States of America,7.16,468,6.3
48326,0405676,1717,All the King's Men (2006),Drama,55000000,9450897,Relativity Media|Phoenix Pictures|VIP 4 Medienfonds|Rising Star|Columbia Pictures,United States of America,6.517,134,5.8
48342,0435623,15624,Conversations with Other Women (2005),Comedy|Drama|Romance,450000,973525,Prophecy Pictures Ltd.|Gordonstreet Pictures,United Kingdom|United States of America,4.602,62,6.3
48346,0110300,15997,"Land Before Time II: The Great Valley Adventure, The (1994)",Adventure|Animation|Children|Musical,0,0,Universal Cartoon Studios,United States of America,10.344,258,6.1
48374,0008395,47190,Father Sergius (Otets Sergiy) (1917),Drama|Romance,0,0,,Russia,0.6,1,5.0
48381,0090576,2753,"Assault, The (Aanslag, De) (1986)",Drama|Romance|War,0,203781,Fons Rademakers Produktie,Netherlands,3.252,19,6.8
